Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
3437,Rv3449,mra:MRA_3490,A5U8C5,chromosome,NC_000962.3,3869752,3871119,+,887602,mycP4,NP_217966.1,455,membrane-anchored mycosin
3438,Rv3450c,mra:MRA_3491,A5U8C6,chromosome,NC_000962.3,3871084,3872496,-,887619,eccB4,NP_217967.1,470,ESX-4 secretion system protein EccB4
3439,Rv3451,mra:MRA_3492,A5U8C7,chromosome,NC_000962.3,3872617,3873405,+,887611,cut3,NP_217968.2,262,cutinase
3440,Rv3452,mra:MRA_3493,A5U8C8,chromosome,NC_000962.3,3873452,3874132,+,887610,cut4,NP_217969.1,226,cutinase
3441,Rv3455c,mra:MRA_3496,A5U8D1,chromosome,NC_000962.3,3876052,3876822,-,887590,truA,NP_217972.3,256,tRNA pseudouridine synthase A
3442,Rv3456c,mra:MRA_3497,A5U8D2,chromosome,NC_000962.3,3876890,3877432,-,887523,rplQ,NP_217973.1,180,50S ribosomal protein L17
3443,Rv3457c,mra:MRA_3498,A5U8D3,chromosome,NC_000962.3,3877464,3878507,-,887629,rpoA,NP_217974.1,347,DNA-directed RNA polymerase subunit alpha
3444,Rv3458c,mra:MRA_3499,A5U8D4,chromosome,NC_000962.3,3878659,3879264,-,887620,rpsD,NP_217975.1,201,30S ribosomal protein S4
3445,Rv3459c,mra:MRA_3500,A5U8D5,chromosome,NC_000962.3,3879273,3879692,-,887524,rpsK,NP_217976.1,139,30S ribosomal protein S11
3446,Rv3460c,mra:MRA_3501,A5U8D6,chromosome,NC_000962.3,3879696,3880070,-,887514,rpsM,NP_217977.1,124,30S ribosomal protein S13
3447,Rv3461c,mra:MRA_3502,A5U8D7,chromosome,NC_000962.3,3880286,3880399,-,887272,rpmJ,NP_217978.1,37,50S ribosomal protein L36
3448,Rv3462c,mra:MRA_3503,A5U8D8,chromosome,NC_000962.3,3880432,3880653,-,887325,infA,NP_217979.1,73,translation initiation factor IF-1
3449,Rv3463,mra:MRA_3504,A5U8D9,chromosome,NC_000962.3,3880907,3881764,+,888286,,NP_217980.1,285,hypothetical protein Rv3463
"3450,Rv3464,mra:MRA_3505,A5U8E0,chromosome,NC_000962.3,3881837,3882832,+,887332,rmlB,NP_217981.1,331,""dTDP-glucose 4,6-dehydratase"""
"3451,Rv3465,mra:MRA_3506,A5U8E1,chromosome,NC_000962.3,3882834,3883442,+,887352,rmlC,NP_217982.1,202,""dTDP-4-dehydrorhamnose 3,5-epimerase"""
3452,Rv3466,mra:MRA_1598A,A5U2U4,chromosome,NC_000962.3,3883525,3884193,+,887830,,NP_217983.1,222,hypothetical protein Rv3466
3453,Rv3467,mra:MRA_0098,A5TYG7,chromosome,NC_000962.3,3883964,3884917,+,888022,,NP_217984.1,317,hypothetical protein Rv3467
"3454,Rv3468c,mra:MRA_3508,A5U8E3,chromosome,NC_000962.3,3884975,3886069,-,888007,,YP_177974.1,364,""dTDP-glucose 4,6-dehydratase"""
3455,Rv3469c,mra:MRA_3509,A5U8E4,chromosome,NC_000962.3,3886073,3887083,-,888074,mhpE,NP_217986.1,336,4-hydroxy-2-oxovalerate aldolase MhpE
3456,Rv3470c,mra:MRA_3510,A5U8E5,chromosome,NC_000962.3,3887144,3888802,-,888041,ilvB2,NP_217987.1,552,acetolactate synthase large subunit
3457,Rv3471c,mra:MRA_3511,A5U8E6,chromosome,NC_000962.3,3888808,3889341,-,888050,,NP_217988.1,177,hypothetical protein Rv3471c
3458,Rv3472,mra:MRA_3512,A5U8E7,chromosome,NC_000962.3,3889362,3889868,+,888006,,NP_217989.1,168,hypothetical protein Rv3472
3459,Rv3473c,mra:MRA_3513,A5U8E8,chromosome,NC_000962.3,3889948,3890733,-,888101,bpoA,NP_217990.1,261,peroxidase BpoA
3460,Rv3477,mra:MRA_3517,A5U8F2,chromosome,NC_000962.3,3894093,3894389,+,888474,PE31,YP_177975.1,98,PE family protein PE31
3461,Rv3478,mra:MRA_3518,A5U8F3,chromosome,NC_000962.3,3894426,3895607,+,888047,PPE60,YP_177976.1,393,PE family protein PPE60
3462,Rv3479,mra:MRA_3519,A5U8F4,chromosome,NC_000962.3,3895820,3898885,+,888478,,NP_217996.2,1021,transmembrane protein
3463,Rv3480c,mra:MRA_3520,A5U8F5,chromosome,NC_000962.3,3898909,3900402,-,888473,,NP_217997.1,497,diacyglycerol O-acyltransferase
3464,Rv3481c,mra:MRA_3521,A5U8F6,chromosome,NC_000962.3,3900493,3901182,-,888466,,NP_217998.1,229,integral membrane protein
3465,Rv3482c,mra:MRA_3522,A5U8F7,chromosome,NC_000962.3,3901324,3902106,-,888480,,NP_217999.1,260,membrane protein
3466,Rv3483c,mra:MRA_3523,A5U8F8,chromosome,NC_000962.3,3902150,3902812,-,888448,,NP_218000.1,220,hypothetical protein Rv3483c
3467,Rv3484,mra:MRA_3524,A5U8F9,chromosome,NC_000962.3,3903078,3904616,+,888445,,NP_218001.1,512,hypothetical protein Rv3484
3468,Rv3485c,mra:MRA_3525,A5U8G0,chromosome,NC_000962.3,3904622,3905566,-,888427,,NP_218002.1,314,short-chain type dehydrogenase/reductase
3469,Rv3486,mra:MRA_3526,A5U8G1,chromosome,NC_000962.3,3905772,3906221,+,888276,,NP_218003.1,149,hypothetical protein Rv3486
3470,Rv3487c,mra:MRA_3527,A5U8G2,chromosome,NC_000962.3,3906174,3907007,-,888430,lipF,NP_218004.3,277,carboxylesterase LipF
3471,Rv3488,mra:MRA_3528,A5U8G3,chromosome,NC_000962.3,3907667,3907990,+,888417,,NP_218005.1,107,hypothetical protein Rv3488
3472,Rv3489,mra:MRA_3529,A5U8G4,chromosome,NC_000962.3,3908072,3908236,+,888410,,NP_218006.1,54,hypothetical protein Rv3489
3473,Rv3490,mra:MRA_3530,A5U8G5,chromosome,NC_000962.3,3908236,3909738,+,888404,otsA,NP_218007.1,500,trehalose-phosphate synthase
3474,Rv3491,mra:MRA_3531,A5U8G6,chromosome,NC_000962.3,3909890,3910468,+,888382,,NP_218008.1,192,hypothetical protein Rv3491
3475,Rv3492c,mra:MRA_3532,A5U8G7,chromosome,NC_000962.3,3910465,3910947,-,888381,,NP_218009.1,160,Mce associated protein
3476,Rv3493c,mra:MRA_3533,A5U8G8,chromosome,NC_000962.3,3910947,3911675,-,888379,,NP_218010.1,242,Mce associated protein
3477,Rv3494c,mra:MRA_3534,A5U8G9,chromosome,NC_000962.3,3911675,3913369,-,888376,mce4F,NP_218011.1,564,Mce family protein Mce4
3478,Rv3495c,mra:MRA_3535,A5U8H0,chromosome,NC_000962.3,3913380,3914534,-,888364,lprN,NP_218012.1,384,Mce family lipoprotein LprN
3479,Rv3496c,mra:MRA_3536,A5U8H1,chromosome,NC_000962.3,3914531,3915886,-,888361,mce4D,NP_218013.1,451,Mce family protein Mce4D
3480,Rv3497c,mra:MRA_3537,A5U8H2,chromosome,NC_000962.3,3915883,3916956,-,888354,mce4C,NP_218014.1,357,Mce family protein Mce4C
3481,Rv3498c,mra:MRA_3538,A5U8H3,chromosome,NC_000962.3,3916946,3917998,-,888349,mce4B,NP_218015.1,350,Mce family protein Mce4B
3482,Rv3499c,mra:MRA_3539,A5U8H4,chromosome,NC_000962.3,3917998,3919200,-,888344,mce4A,YP_177977.1,400,Mce family protein Mce4A
3483,Rv3500c,mra:MRA_3540,A5U8H5,chromosome,NC_000962.3,3919220,3920062,-,888336,yrbE4B,NP_218017.1,280,integral membrane protein
3484,Rv3501c,mra:MRA_3541,A5U8H6,chromosome,NC_000962.3,3920097,3920861,-,888320,yrbE4A,NP_218018.1,254,integral membrane protein
3485,Rv3502c,mra:MRA_3542,A5U8H7,chromosome,NC_000962.3,3921087,3922040,-,887697,,NP_218019.1,317,short-chain type dehydrogenase/reductase
3486,Rv3503c,mra:MRA_3543,A5U8H8,chromosome,NC_000962.3,3922065,3922256,-,888311,fdxD,NP_218020.1,63,ferredoxin FdxD
3487,Rv3504,mra:MRA_3544,A5U8H9,chromosome,NC_000962.3,3922471,3923673,+,887722,fadE26,NP_218021.1,400,acyl-CoA dehydrogenase FadE26
3488,Rv3505,mra:MRA_3545,A5U8I0,chromosome,NC_000962.3,3923698,3924819,+,888248,fadE27,NP_218022.1,373,acyl-CoA dehydrogenase FadE27
3489,Rv3506,mra:MRA_3546,A5U8I1,chromosome,NC_000962.3,3924890,3926398,+,888251,fadD17,NP_218023.1,502,long-chain-fatty-acid--CoA ligase FadD17
3490,Rv3507,mra:MRA_3547,A5U8I2,chromosome,NC_000962.3,3926569,3930714,+,888256,PE_PGRS53,YP_177978.1,1381,PE-PGRS family protein PE_PGRS53
3491,Rv3508,mra:MRA_3548,A5U8I3,chromosome,NC_000962.3,3931005,3936710,+,888270,PE_PGRS54,YP_177979.1,1901,PE-PGRS family protein PE_PGRS54
3492,Rv3509c,mra:MRA_3549,A5U8I4,chromosome,NC_000962.3,3936877,3938424,-,888267,ilvX,NP_218026.1,515,acetohydroxyacid synthase large subunit
3493,Rv3510c,mra:MRA_3550,A5U8I5,chromosome,NC_000962.3,3938421,3939257,-,888298,,NP_218027.1,278,hypothetical protein Rv3510c
3494,Rv3511,mra:MRA_3551,A5U8I6,chromosome,NC_000962.3,3939617,3941761,+,888273,PE_PGRS55,YP_177980.1,714,PE-PGRS family protein PE_PGRS55
3495,Rv3512,mra:MRA_3553,A5U8I8,chromosome,NC_000962.3,3943812,3944963,+,888306,PE_PGRS56,YP_177981.2,383,PE-PGRS family protein PE_PGRS56
3496,Rv3513c,mra:MRA_3552,A5U8I7,chromosome,NC_000962.3,3945092,3945748,-,888277,fadD18,NP_218030.1,218,fatty-acid--CoA ligase FadD18
3497,Rv3514,mra:MRA_3553,A5U8I8,chromosome,NC_000962.3,3945794,3950263,+,888294,PE_PGRS57,YP_177982.1,1489,PE-PGRS family protein PE_PGRS57
3498,Rv3515c,mra:MRA_3554,A5U8I9,chromosome,NC_000962.3,3950824,3952470,-,888275,fadD19,YP_177983.1,548,long-chain-fatty-acid--CoA ligase FadD19
3499,Rv3516,mra:MRA_3555,A5U8J0,chromosome,NC_000962.3,3952544,3953335,+,888301,echA19,NP_218033.1,263,enoyl-CoA hydratase EchA19
3500,Rv3517,mra:MRA_3556,A5U8J1,chromosome,NC_000962.3,3953431,3954270,+,888284,,NP_218034.1,279,hypothetical protein Rv3517
3501,Rv3518c,mra:MRA_3557,A5U8J2,chromosome,NC_000962.3,3954325,3955521,-,888282,cyp142,NP_218035.1,398,cytochrome P450 monooxygenase Cyp142
3502,Rv3519,mra:MRA_3558,A5U8J3,chromosome,NC_000962.3,3955550,3956260,+,887247,,NP_218036.1,236,hypothetical protein Rv3519
3503,Rv3520c,mra:MRA_3559,A5U8J4,chromosome,NC_000962.3,3956325,3957368,-,887310,,NP_218037.1,347,coenzyme F420-dependent oxidoreductase
3504,Rv3521,mra:MRA_3560,A5U8J5,chromosome,NC_000962.3,3957521,3958432,+,887209,,NP_218038.1,303,hypothetical protein Rv3521
3505,Rv3522,mra:MRA_3561,A5U8J6,chromosome,NC_000962.3,3958448,3959512,+,887885,ltp4,NP_218039.1,354,lipid transfer protein
3506,Rv3523,mra:MRA_3562,A5U8J7,chromosome,NC_000962.3,3959529,3960713,+,888247,ltp3,NP_218040.1,394,lipid carrier protein
3507,Rv3524,mra:MRA_3563,A5U8J8,chromosome,NC_000962.3,3960755,3961786,+,888250,,NP_218041.1,343,membrane protein
3508,Rv3525c,mra:MRA_3564,A5U8J9,chromosome,NC_000962.3,3961800,3962324,-,888255,,NP_218042.1,174,siderophore-binding protein
3509,Rv3526,mra:MRA_3565,A5U8K0,chromosome,NC_000962.3,3962439,3963599,+,888268,kshA,NP_218043.1,386,3-ketosteroid-9-alpha-hydroxylase oxygenase subunit
3510,Rv3527,mra:MRA_3566,A5U8K1,chromosome,NC_000962.3,3963605,3964054,+,888295,,NP_218044.1,149,hypothetical protein Rv3527
3511,Rv3528c,mra:MRA_3567,A5U8K2,chromosome,NC_000962.3,3964479,3965192,-,888297,,NP_218045.1,237,hypothetical protein Rv3528c
3512,Rv3529c,mra:MRA_3568,A5U8K3,chromosome,NC_000962.3,3965884,3967038,-,888324,,NP_218046.1,384,hypothetical protein Rv3529c
3513,Rv3530c,mra:MRA_3569,A5U8K4,chromosome,NC_000962.3,3967038,3967820,-,888338,,NP_218047.1,260,oxidoreductase
3514,Rv3531c,mra:MRA_3570,A5U8K5,chromosome,NC_000962.3,3967817,3968944,-,888348,,NP_218048.1,375,hypothetical protein Rv3531c
3515,Rv3532,mra:MRA_3571,A5U8K6,chromosome,NC_000962.3,3969343,3970563,+,888370,PPE61,YP_177984.1,406,PPE family protein PPE61
3516,Rv3533c,mra:MRA_3572,A5U8K7,chromosome,NC_000962.3,3970705,3972453,-,888385,PPE62,YP_177985.1,582,PPE family protein PPE62
3517,Rv3534c,mra:MRA_3573,A5U8K8,chromosome,NC_000962.3,3972552,3973592,-,888387,hsaF,NP_218051.1,346,4-hydroxy-2-oxovalerate aldolase
3518,Rv3535c,mra:MRA_3574,A5U8K9,chromosome,NC_000962.3,3973589,3974500,-,888396,hsaG,NP_218052.1,303,acetaldehyde dehydrogenase
3519,Rv3536c,mra:MRA_3575,A5U8L0,chromosome,NC_000962.3,3974511,3975296,-,888406,hsaE,NP_218053.1,261,hydratase
3520,Rv3537,mra:MRA_3576,A5U8L1,chromosome,NC_000962.3,3975369,3977060,+,888422,kstD,NP_218054.1,563,3-oxosteroid 1-dehydrogenase
3521,Rv3538,mra:MRA_3577,A5U8L2,chromosome,NC_000962.3,3977062,3977922,+,888426,,YP_177986.1,286,dehydrogenase
3522,Rv3539,mra:MRA_3578,A5U8L3,chromosome,NC_000962.3,3978059,3979498,+,888438,PPE63,YP_177987.1,479,PPE family protein PPE63
3523,Rv3540c,mra:MRA_3579,A5U8L4,chromosome,NC_000962.3,3979499,3980659,-,888450,ltp2,NP_218057.1,386,lipid transfer protein
3524,Rv3541c,mra:MRA_3580,A5U8L5,chromosome,NC_000962.3,3980659,3981048,-,888475,,NP_218058.1,129,hypothetical protein Rv3541c
3525,Rv3542c,mra:MRA_3581,A5U8L6,chromosome,NC_000962.3,3981045,3981980,-,888486,,NP_218059.1,311,hypothetical protein Rv3542c
3526,Rv3543c,mra:MRA_3582,A5U8L7,chromosome,NC_000962.3,3981977,3983140,-,888131,fadE29,NP_218060.1,387,acyl-CoA dehydrogenase FadE29
3527,Rv3544c,mra:MRA_3583,A5U8L8,chromosome,NC_000962.3,3983125,3984144,-,888091,fadE28,NP_218061.1,339,acyl-CoA dehydrogenase FadE28
3528,Rv3545c,mra:MRA_3584,A5U8L9,chromosome,NC_000962.3,3984144,3985445,-,887782,cyp125,NP_218062.1,433,steroid C26-monooxygenase
3529,Rv3546,mra:MRA_3585,A5U8M0,chromosome,NC_000962.3,3985557,3986732,+,887360,fadA5,NP_218063.1,391,acetyl-CoA acetyltransferase FadA
3530,Rv3547,mra:MRA_3586,A5U8M1,chromosome,NC_000962.3,3986844,3987299,+,887496,ddn,NP_218064.1,151,deazaflavin-dependent nitroreductase
3531,Rv3548c,mra:MRA_3587,A5U8M2,chromosome,NC_000962.3,3987382,3988296,-,887452,,NP_218065.1,304,short-chain type dehydrogenase/reductase
3532,Rv3549c,mra:MRA_3588,A5U8M3,chromosome,NC_000962.3,3988319,3989098,-,887849,,NP_218066.1,259,short-chain type dehydrogenase/reductase
3533,Rv3550,mra:MRA_3589,A5U8M4,chromosome,NC_000962.3,3989153,3989896,+,888232,echA20,NP_218067.1,247,enoyl-CoA hydratase EchA20
3534,Rv3551,mra:MRA_3590,A5U8M5,chromosome,NC_000962.3,3989896,3990774,+,887235,,NP_218068.1,292,CoA-transferase subunit alpha
3535,Rv3552,mra:MRA_3591,A5U8M6,chromosome,NC_000962.3,3990771,3991523,+,887453,,NP_218069.1,250,CoA-transferase subunit beta
3536,Rv3553,mra:MRA_3592,A5U8M7,chromosome,NC_000962.3,3991621,3992688,+,887190,,NP_218070.1,355,oxidoreductase
3537,Rv3554,mra:MRA_3593,A5U8M8,chromosome,NC_000962.3,3992685,3994742,+,887221,fdxB,NP_218071.1,685,electron transfer protein FdxB
3538,Rv3555c,mra:MRA_3594,A5U8M9,chromosome,NC_000962.3,3994830,3995699,-,887952,,NP_218072.1,289,hypothetical protein Rv3555c
3539,Rv3556c,mra:MRA_3595,A5U8N0,chromosome,NC_000962.3,3995804,3996964,-,887285,fadA6,NP_218073.1,386,acetyl-CoA acetyltransferase FadA
3540,Rv3557c,mra:MRA_3596,A5U8N1,chromosome,NC_000962.3,3997029,3997631,-,887467,,NP_218074.1,200,HTH-type transcriptional regulator KstR2
3541,Rv3558,mra:MRA_3597,A5U8N2,chromosome,NC_000962.3,3997980,3999638,+,887822,PPE64,YP_177988.1,552,PPE family protein PPE64
3542,Rv3559c,mra:MRA_3598,A5U8N3,chromosome,NC_000962.3,3999647,4000435,-,887897,,NP_218076.1,262,oxidoreductase
3543,Rv3560c,mra:MRA_3599,A5U8N4,chromosome,NC_000962.3,4000432,4001589,-,887838,fadE30,NP_218077.1,385,acyl-CoA dehydrogenase FadE30
3544,Rv3561,mra:MRA_3600,A5U8N5,chromosome,NC_000962.3,4001637,4003160,+,887244,fadD3,NP_218078.1,507,fatty-acid--CoA ligase FadD3
3545,Rv3562,mra:MRA_3601,A5U8N6,chromosome,NC_000962.3,4003161,4004294,+,887884,fadE31,NP_218079.1,377,acyl-CoA dehydrogenase FadE31
3546,Rv3563,mra:MRA_3602,A5U8N7,chromosome,NC_000962.3,4004291,4005250,+,887818,fadE32,NP_218080.1,319,acyl-CoA dehydrogenase FadE32
3547,Rv3564,mra:MRA_3603,A5U8N8,chromosome,NC_000962.3,4005247,4006203,+,888458,fadE33,NP_218081.1,318,acyl-CoA dehydrogenase FadE33
3548,Rv3565,mra:MRA_3604,A5U8N9,chromosome,NC_000962.3,4006200,4007366,+,888305,aspB,NP_218082.1,388,aspartate aminotransferase AspB
3549,Rv3566c,mra:MRA_3605,A5U8P0,chromosome,NC_000962.3,4007331,4008182,-,888005,nat,YP_177989.1,283,arylamine N-acetyltransferase
3550,Rv3566A,mra:MRA_3605A,A5U8P1,chromosome,NC_000962.3,4008167,4008433,-,3205089,,YP_177990.1,88,hypothetical protein Rv3566A
3551,Rv3567c,mra:MRA_3606,A5U8P2,chromosome,NC_000962.3,4008719,4009282,-,887525,hsaB,NP_218084.1,187,flavin-dependent monooxygenase reductase subunit HsaB
3552,Rv3568c,mra:MRA_3607,A5U8P3,chromosome,NC_000962.3,4009297,4010199,-,887886,hsaC,NP_218085.1,300,extradiol dioxygenase
"3553,Rv3569c,mra:MRA_3608,A5U8P4,chromosome,NC_000962.3,4010196,4011071,-,887378,hsaD,NP_218086.1,291,""4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase"""
3554,Rv3570c,mra:MRA_3609,A5U8P5,chromosome,NC_000962.3,4011086,4012270,-,887241,hsaA,NP_218087.1,394,flavin-dependent monooxygenase oxygenase subunit HsaA
3555,Rv3571,mra:MRA_3610,A5U8P6,chromosome,NC_000962.3,4012417,4013493,+,887315,kshB,NP_218088.1,358,3-ketosteroid-9-alpha-hydroxylase reductase subunit
3556,Rv3572,mra:MRA_3611,A5U8P7,chromosome,NC_000962.3,4013511,4014041,+,887227,,NP_218089.1,176,hypothetical protein Rv3572
3557,Rv3573c,mra:MRA_3612,A5U8P8,chromosome,NC_000962.3,4014077,4016212,-,887843,fadE34,NP_218090.1,711,acyl-CoA dehydrogenase FadE34
3558,Rv3574,mra:MRA_3613,A5U8P9,chromosome,NC_000962.3,4016484,4017083,+,887204,kstR,NP_218091.3,199,HTH-type transcriptional regulator KstR
3559,Rv3575c,mra:MRA_3614,A5U8Q0,chromosome,NC_000962.3,4017089,4018168,-,888084,,NP_218092.1,359,LacI family transcriptional regulator
3560,Rv3576,mra:MRA_3615,A5U8Q1,chromosome,NC_000962.3,4018358,4019071,+,888444,lppH,YP_177991.1,237,lipoprotein LppH
3561,Rv3577,mra:MRA_3616,A5U8Q2,chromosome,NC_000962.3,4019262,4020128,+,888442,,NP_218094.1,288,hypothetical protein Rv3577
3562,Rv3578,mra:MRA_3617,A5U8Q3,chromosome,NC_000962.3,4020142,4021383,+,888329,arsB2,NP_218095.1,413,arsenic transport integral membrane protein ArsB
3563,Rv3579c,mra:MRA_3618,A5U8Q4,chromosome,NC_000962.3,4021425,4022393,-,888317,,NP_218096.1,322,tRNA/rRNA methyltransferase
3564,Rv3580c,mra:MRA_3619,A5U8Q5,chromosome,NC_000962.3,4022394,4023803,-,888628,cysS1,YP_177992.1,469,cysteine--tRNA ligase
"3565,Rv3581c,mra:MRA_3620,A5U8Q6,chromosome,NC_000962.3,4023868,4024347,-,888221,ispF,NP_218098.1,159,""2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"""
3566,Rv3582c,mra:MRA_3621,A5U8Q7,chromosome,NC_000962.3,4024344,4025039,-,887787,ispD,NP_218099.1,231,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
3567,Rv3583c,mra:MRA_3622,A5U8Q8,chromosome,NC_000962.3,4025056,4025544,-,887854,,NP_218100.1,162,RNA polymerase-binding transcription factor CarD
3568,Rv3584,mra:MRA_3623,A5U8Q9,chromosome,NC_000962.3,4025830,4026378,+,887254,lpqE,NP_218101.1,182,lipoprotein LpqE
3569,Rv3585,mra:MRA_3624,A5U8R0,chromosome,NC_000962.3,4026444,4027886,+,887287,radA,NP_218102.1,480,DNA repair protein RadA
3570,Rv3586,mra:MRA_3625,A5U8R1,chromosome,NC_000962.3,4027891,4028967,+,887485,,NP_218103.1,358,DNA integrity scanning protein DisA
3571,Rv3587c,mra:MRA_3626,A5U8R2,chromosome,NC_000962.3,4028968,4029762,-,888057,,NP_218104.1,264,membrane protein
3572,Rv3588c,mra:MRA_3627,A5U8R3,chromosome,NC_000962.3,4029871,4030494,-,887836,canB,NP_218105.1,207,carbonic anhydrase
3573,Rv3589,mra:MRA_3628,A5U8R4,chromosome,NC_000962.3,4030493,4031407,+,886639,mutY,NP_218106.1,304,adenine glycosylase
3574,Rv3590c,mra:MRA_3629,A5U8R5,chromosome,NC_000962.3,4031404,4033158,-,887874,PE_PGRS58,YP_177993.1,584,PE-PGRS family protein PE_PGRS58
3575,Rv3591c,mra:MRA_3630,A5U8R6,chromosome,NC_000962.3,4033269,4034042,-,886316,,NP_218108.1,257,hydrolase
3576,Rv3592,mra:MRA_3631,A5U8R7,chromosome,NC_000962.3,4034057,4034374,+,886278,,NP_218109.1,105,heme-degrading monooxygenase
3577,Rv3593,mra:MRA_3632,A5U8R8,chromosome,NC_000962.3,4034352,4035710,+,886290,lpqF,NP_218110.1,452,lipoprotein LpqF
3578,Rv3594,mra:MRA_3633,A5U8R9,chromosome,NC_000962.3,4035857,4036684,+,885659,,NP_218111.1,275,hypothetical protein Rv3594
3579,Rv3595c,mra:MRA_1102,A5U1D8,chromosome,NC_000962.3,4036731,4038050,-,885464,PE_PGRS59,YP_177994.1,439,PE-PGRS family protein PE_PGRS59
3580,Rv3596c,mra:MRA_3636,A5U8S2,chromosome,NC_000962.3,4038158,4040704,-,885104,clpC1,YP_177995.1,848,ATP-dependent protease ATP-binding subunit ClpC
3581,Rv3597c,mra:MRA_3637,A5U8S3,chromosome,NC_000962.3,4040981,4041319,-,885580,lsr2,NP_218114.1,112,iron-regulated H-NS-like protein
3582,Rv3598c,mra:MRA_3638,A5U8S4,chromosome,NC_000962.3,4041423,4042940,-,885574,lysS,NP_218115.1,505,lysine--tRNA ligase
3583,Rv3600c,mra:MRA_3639,A5U8S5,chromosome,NC_000962.3,4043041,4043859,-,885572,,NP_218117.1,272,type III pantothenate kinase
3584,Rv3601c,mra:MRA_3640,A5U8S6,chromosome,NC_000962.3,4043862,4044281,-,885596,panD,NP_218118.1,139,aspartate 1-decarboxylase
3585,Rv3602c,mra:MRA_3641,A5U8S7,chromosome,NC_000962.3,4044281,4045210,-,885459,panC,NP_218119.1,309,pantothenate synthetase
3586,Rv3603c,mra:MRA_3642,A5U8S8,chromosome,NC_000962.3,4045207,4046118,-,885583,,NP_218120.1,303,hypothetical protein Rv3603c
3587,Rv3604c,mra:MRA_3643,A5U8S9,chromosome,NC_000962.3,4046303,4047496,-,885232,,NP_218121.2,397,transmembrane protein
3588,Rv3605c,mra:MRA_3644,A5U8T0,chromosome,NC_000962.3,4047705,4048181,-,885844,,NP_218122.1,158,hypothetical protein Rv3605c
3589,Rv3606c,mra:MRA_3645,A5U8T1,chromosome,NC_000962.3,4048181,4048747,-,885848,folK,NP_218123.1,188,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase
3590,Rv3607c,mra:MRA_3646,A5U8T2,chromosome,NC_000962.3,4048744,4049145,-,885345,folB,YP_177996.1,133,dihydroneopterin aldolase
3591,Rv3608c,mra:MRA_3647,A5U8T3,chromosome,NC_000962.3,4049138,4049980,-,885831,folP1,YP_177997.1,280,dihydropteroate synthase
3592,Rv3609c,mra:MRA_3648,A5U8T4,chromosome,NC_000962.3,4049977,4050585,-,885346,folE,NP_218126.1,202,GTP cyclohydrolase I
3593,Rv3610c,mra:MRA_3649,A5U8T5,chromosome,NC_000962.3,4050601,4052883,-,885732,ftsH,NP_218127.1,760,zinc metalloprotease FtsH
3594,Rv3612c,mra:MRA_3649A,A5U8T6,chromosome,NC_000962.3,4053518,4053847,-,885381,,NP_218129.1,109,hypothetical protein Rv3612c
3595,Rv3613c,mra:MRA_3649B,A5U8T7,chromosome,NC_000962.3,4053881,4054042,-,885124,,NP_218130.1,53,hypothetical protein Rv3613c
3596,Rv3614c,mra:MRA_3650,A5U8T8,chromosome,NC_000962.3,4054142,4054696,-,885777,espD,NP_218131.1,184,ESX-1 secretion-associated protein EspD
3597,Rv3615c,mra:MRA_3651,A5U8T9,chromosome,NC_000962.3,4054812,4055123,-,885770,espC,NP_218132.1,103,ESX-1 secretion-associated protein EspC
3598,Rv3616c,mra:MRA_3652,A5U8U0,chromosome,NC_000962.3,4055197,4056375,-,885377,espA,NP_218133.1,392,ESX-1 secretion-associated protein EspA
3599,Rv3617,mra:MRA_3653,A5U8U1,chromosome,NC_000962.3,4057733,4058701,+,885769,ephA,NP_218134.1,322,epoxide hydrolase EphA
3600,Rv3618,mra:MRA_3654,A5U8U2,chromosome,NC_000962.3,4058698,4059885,+,885276,,NP_218135.1,395,monooxygenase
3601,Rv3619c,mra:MRA_1045,A5U181,chromosome,NC_000962.3,4059984,4060268,-,885328,esxV,NP_218136.1,94,ESAT-6 like protein EsxV
3602,Rv3620c,mra:MRA_3656,A5U8U4,chromosome,NC_000962.3,4060295,4060591,-,885787,esxW,NP_218137.1,98,ESAT-6 like protein EsxW
3603,Rv3621c,mra:MRA_3657,A5U8U5,chromosome,NC_000962.3,4060648,4061889,-,885097,PPE65,YP_177998.1,413,PPE family protein PPE65
3604,Rv3622c,mra:MRA_3658,A5U8U6,chromosome,NC_000962.3,4061899,4062198,-,885712,PE32,YP_177999.1,99,PE family protein PE32
